actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId,gameId
0,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0, ,Start of 1st Period (10:48 PM EST),period,start,0,0,1,0021201215
1,PT12M00.00S,1,1610612746,LAC,201599,Jordan,D. Jordan,0,0,0,,0,0,0,0,h,Jump Ball Jordan vs. Leonard: Tip to Paul,Jump Ball,,0,0,2,0021201215
2,PT11M50.00S,1,1610612746,LAC,201933,Griffin,B. Griffin,-10,25,3,Made,1,2,0,2,h,Griffin 3' Slam Dunk (2 PTS) (Paul 1 AST),Made Shot,Slam Dunk Shot,0,2,3,0021201215
3,PT11M30.00S,1,1610612757,POR,201581,Hickson,J. Hickson,118,80,14,Missed,1,0,0,0,v,MISS Hickson 14' Jump Shot,Missed Shot,Jump Shot,0,2,4,0021201215
4,PT11M27.00S,1,1610612746,LAC,201599,Jordan,D. Jordan,0,0,0,,0,0,0,0,h,Jordan REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,5,0021201215
5,PT11M18.00S,1,1610612746,LAC,2406,Butler,C. Butler,-185,42,19,Made,1,4,0,4,h,Butler 19' Jump Shot (2 PTS) (Griffin 1 AST),Made Shot,Jump Shot,0,2,6,0021201215
6,PT10M59.00S,1,1610612757,POR,203081,Lillard,D. Lillard,0,0,0,,0,0,0,0,v,Lillard Bad Pass Turnover (P1.T1),Turnover,Bad Pass,0,0,7,0021201215
6,PT10M59.00S,1,1610612746,LAC,101108,Paul,C. Paul,0,0,0,,0,0,0,0,h,Paul STEAL (1 STL),,,0,0,8,0021201215
7,PT10M55.00S,1,1610612746,LAC,101108,Paul,C. Paul,24,7,3,Made,1,6,0,6,h,Paul 3' Driving Layup (2 PTS),Made Shot,Driving Layup Shot,0,2,9,0021201215
8,PT10M31.00S,1,1610612757,POR,203115,Barton,W. Barton,2,31,3,Made,1,6,2,8,v,Barton 3' Jump Shot (2 PTS) (Hickson 1 AST),Made Shot,Jump Shot,0,2,10,0021201215
9,PT10M17.00S,1,1610612757,POR,203086,Leonard,M. Leonard,0,0,0,,0,0,0,0,v,Leonard S.FOUL (P1.T1),Foul,Shooting,0,0,11,0021201215
10,PT10M17.00S,1,1610612746,LAC,1497,Billups,C. Billups,0,0,0,,0,7,2,9,h,Billups Free Throw 1 of 2 (1 PTS),Free Throw,Free Throw 1 of 2,0,0,12,0021201215
12,PT10M17.00S,1,1610612746,LAC,1497,Billups,C. Billups,0,0,0,,0,8,2,10,h,Billups Free Throw 2 of 2 (2 PTS),Free Throw,Free Throw 2 of 2,0,0,13,0021201215
14,PT10M02.00S,1,1610612757,POR,203081,Lillard,D. Lillard,-59,162,17,Made,1,8,4,12,v,Lillard 17' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,0,2,14,0021201215
15,PT09M53.00S,1,1610612746,LAC,2406,Butler,C. Butler,-220,164,27,Missed,1,0,0,0,h,MISS Butler 27' 3PT Jump Shot,Missed Shot,Jump Shot,0,3,15,0021201215
16,PT09M52.00S,1,1610612757,POR,203115,Barton,W. Barton,0,0,0,,0,0,0,0,v,Barton REBOUND (Off:0 Def:1),Rebound,Unknown,0,0,16,0021201215
17,PT09M45.00S,1,1610612757,POR,203115,Barton,W. Barton,0,0,0,,0,0,0,0,v,Barton Bad Pass Turnover (P1.T2),Turnover,Bad Pass,0,0,17,0021201215
