game_id,game_date,season,team_id_home,team_abbreviation_home,minutes_home,possessions_home,team_id_road,team_abbreviation_road,minutes_road,possessions_road
0020700006,2007-10-31,2007-08,1610612754,IND,25,11.0,1610612764,WAS,25,11.0
0020700007,2007-10-31,2007-08,1610612751,NJN,25,10.0,1610612741,CHI,25,10.0
0020700035,2007-11-04,2007-08,1610612761,TOR,25,11.0,1610612738,BOS,25,10.0
0020700107,2007-11-14,2007-08,1610612739,CLE,25,9.0,1610612753,ORL,25,9.0
0020700123,2007-11-16,2007-08,1610612737,ATL,50,16.0,1610612760,SEA,50,15.0
0020700125,2007-11-16,2007-08,1610612763,MEM,25,7.0,1610612740,NOH,25,8.0
0020700128,2007-11-16,2007-08,1610612758,SAC,50,21.0,1610612752,NYK,50,22.0
0020700157,2007-11-21,2007-08,1610612766,CHA,25,11.0,1610612764,WAS,25,11.0
0020700184,2007-11-24,2007-08,1610612755,PHI,25,9.0,1610612744,GSW,25,9.0
0020700204,2007-11-27,2007-08,1610612739,CLE,25,13.0,1610612738,BOS,25,13.0
0020700236,2007-12-01,2007-08,1610612751,NJN,25,10.0,1610612755,PHI,25,11.0
0020700238,2007-12-01,2007-08,1610612740,NOH,25,9.0,1610612742,DAL,25,8.0
0020700255,2007-12-03,2007-08,1610612744,GSW,25,15.0,1610612753,ORL,25,15.0
0020700282,2007-12-07,2007-08,1610612740,NOH,25,8.0,1610612763,MEM,25,8.0
0020700297,2007-12-09,2007-08,1610612757,POR,25,9.0,1610612749,MIL,25,10.0
0020700355,2007-12-17,2007-08,1610612739,CLE,50,15.0,1610612749,MIL,50,16.0
0020700367,2007-12-19,2007-08,1610612737,ATL,25,10.0,1610612748,MIA,25,9.0
0020700378,2007-12-20,2007-08,1610612748,MIA,25,12.0,1610612751,NJN,25,10.0
0020700380,2007-12-20,2007-08,1610612743,DEN,50,16.0,1610612745,HOU,50,16.0
0020700424,2007-12-28,2007-08,1610612748,MIA,25,10.0,1610612753,ORL,25,11.0
0020700449,2007-12-31,2007-08,1610612766,CHA,25,9.0,1610612754,IND,25,9.0
0020700450,2007-12-31,2007-08,1610612741,CHI,25,11.0,1610612753,ORL,25,10.0
0020700469,2008-01-03,2007-08,1610612741,CHI,50,20.0,1610612757,POR,50,20.0
0020700499,2008-01-07,2007-08,1610612744,GSW,25,10.0,1610612759,SAS,25,9.0
0020700517,2008-01-09,2007-08,1610612756,PHX,25,12.0,1610612754,IND,25,11.0
0020700526,2008-01-11,2007-08,1610612737,ATL,25,10.0,1610612764,WAS,25,10.0
0020700527,2008-01-11,2007-08,1610612739,CLE,50,21.0,1610612766,CHA,50,20.0
0020700535,2008-01-12,2007-08,1610612766,CHA,25,9.0,1610612765,DET,25,8.0
0020700541,2008-01-13,2007-08,1610612761,TOR,50,16.0,1610612757,POR,50,15.0
0020700553,2008-01-14,2007-08,1610612760,SEA,25,8.0,1610612747,LAL,25,9.0
0020700558,2008-01-15,2007-08,1610612763,MEM,25,12.0,1610612739,CLE,25,12.0
0020700593,2008-01-19,2007-08,1610612746,LAC,25,11.0,1610612751,NJN,25,12.0
0020700599,2008-01-21,2007-08,1610612737,ATL,25,8.0,1610612757,POR,25,7.0
0020700640,2008-01-26,2007-08,1610612763,MEM,25,13.0,1610612746,LAC,25,12.0
0020700645,2008-01-27,2007-08,1610612749,MIL,25,9.0,1610612764,WAS,25,9.0
0020700656,2008-01-29,2007-08,1610612764,WAS,25,9.0,1610612761,TOR,25,9.0
0020700687,2008-02-01,2007-08,1610612757,POR,25,11.0,1610612752,NYK,25,11.0
0020700705,2008-02-04,2007-08,1610612757,POR,25,9.0,1610612743,DEN,25,9.0
0020700719,2008-02-06,2007-08,1610612743,DEN,25,10.0,1610612762,UTA,25,10.0
0020700720,2008-02-06,2007-08,1610612756,PHX,50,19.0,1610612740,NOH,50,20.0
0020700729,2008-02-08,2007-08,1610612752,NYK,25,10.0,1610612759,SAS,25,10.0
0020700761,2008-02-12,2007-08,1610612748,MIA,25,8.0,1610612743,DEN,25,9.0
0020700766,2008-02-13,2007-08,1610612766,CHA,25,8.0,1610612737,ATL,25,7.0
0020700780,2008-02-19,2007-08,1610612764,WAS,25,12.0,1610612752,NYK,25,12.0
0020700793,2008-02-20,2007-08,1610612751,NJN,25,14.0,1610612741,CHI,25,15.0
0020700803,2008-02-22,2007-08,1610612766,CHA,25,12.0,1610612758,SAC,25,13.0
0020700818,2008-02-23,2007-08,1610612748,MIA,25,10.0,1610612755,PHI,25,10.0
0020700876,2008-03-02,2007-08,1610612747,LAL,25,12.0,1610612742,DAL,25,13.0
0020700882,2008-03-02,2007-08,1610612750,MIN,25,10.0,1610612760,SEA,25,10.0
0020700908,2008-03-05,2007-08,1610612746,LAC,50,19.0,1610612758,SAC,50,17.0
0020700912,2008-03-07,2007-08,1610612761,TOR,25,9.0,1610612764,WAS,25,9.0
0020700928,2008-03-08,2007-08,1610612752,NYK,25,8.0,1610612757,POR,25,8.0
0020700977,2008-03-15,2007-08,1610612764,WAS,25,10.0,1610612746,LAC,25,9.0
0020701047,2008-03-24,2007-08,1610612765,DET,25,10.0,1610612756,PHX,25,10.0
0020701051,2008-03-24,2007-08,1610612744,GSW,25,12.0,1610612747,LAL,25,13.0
0020701059,2008-03-26,2007-08,1610612752,NYK,25,10.0,1610612748,MIA,25,10.0
0020701067,2008-03-26,2007-08,1610612758,SAC,25,10.0,1610612763,MEM,25,10.0
0020701098,2008-03-30,2007-08,1610612747,LAL,25,10.0,1610612764,WAS,25,10.0
0020701107,2008-04-01,2007-08,1610612749,MIL,25,11.0,1610612752,NYK,25,10.0
0020701115,2008-04-02,2007-08,1610612737,ATL,25,12.0,1610612761,TOR,25,12.0
0020701151,2008-04-06,2007-08,1610612760,SEA,50,20.0,1610612743,DEN,50,20.0
0020701157,2008-04-08,2007-08,1610612749,MIL,25,9.0,1610612738,BOS,25,10.0
0020701212,2008-04-15,2007-08,1610612751,NJN,25,9.0,1610612766,CHA,25,9.0
0020701224,2008-04-16,2007-08,1610612750,MIN,25,9.0,1610612749,MIL,25,9.0
0040700161,2008-04-19,2007-08,1610612759,SAS,50,19.0,1610612756,PHX,50,18.0
